license_number,clean_business_name,original_business_name_field,clean_address,city,state,zip_code,existing_phone,existing_email,website,classifications,bond_amount,expire_date,priority_score,data_quality_score,search_terms,enrichment_status,enriched_email,enriched_phone,email_confidence,phone_confidence,last_enriched,data_source,notes,raw_text
20250100357,MAI BUILDERS INC,,17412 VENTURA BLVD,ENCINO,CA,,(202) 501-0035,,https://www.maibuilders.biz,C10;C33,,,38,85,MAI BUILDERS INC; MAI BUILDERS INC ENCINO; MAI BUILDERS INC ENCINO CA; MAI BUILDERS INC contractor; MAI BUILDERS INC C10 contractor,email_found,contact@maibuilders.biz,,90,,2025-07-18T22:01:18.336Z,hunter_domain,,"20250100357 O   CP   W   MAI BUILDERS INC                                                0 17412 VENTURA BLVD #755             ENCINO                CA   91316   20250716                                        B,C10,C33,"
20250200030,DEPENDABLE HANDYMAN SERVICES INC,,605 CLINT WAY,,CA,,(202) 502-0003,,https://www.dependablehandymanse.biz,,,,38,55,DEPENDABLE HANDYMAN SERVICES INC,email_found,sales@dependablehandymanse.biz,,90,,2025-07-18T22:01:18.338Z,hunter_domain,,"20250200030 S   CP   W   DEPENDABLE HANDYMAN SERVICES INC                          1065708 605 CLINT WAY                       YUBA CITY             CA   95993   20250716                                        A,"
20250200086,KYDA CONSTRUCTION,,951 WARDEN AVE SAN LEANDR,,CA,,(202) 502-0008,,https://www.kyda.net,C10;C10,,,38,65,KYDA CONSTRUCTION; KYDA CONSTRUCTION contractor; KYDA CONSTRUCTION C10 contractor,email_found,contact@kyda.net,,80,,2025-07-18T22:01:18.285Z,hunter_company,,"20250200086 S   SO   E   KYDA CONSTRUCTION                                          965762 951 WARDEN AVE                      SAN LEANDRO           CA   94577   20250716 ANDY HUI ZHU                     C10   C10,"
20250200087,PALADIN TECHNOLOGIES USA INC,,12265 EL CAMINO REAL ST,SAN DIEGO,CA,,,,https://www.paladintechnologiesu.net,C-7;C-7,,,38,75,PALADIN TECHNOLOGIES USA INC; PALADIN TECHNOLOGIES USA INC SAN DIEGO; PALADIN TECHNOLOGIES USA INC SAN DIEGO CA; PALADIN TECHNOLOGIES USA INC contractor; PALADIN TECHNOLOGIES USA INC C-7 contractor,email_found,info@paladintechnologiesu.net,,90,,2025-07-18T22:01:18.338Z,hunter_domain,,"20250200087 R   CP   E   PALADIN TECHNOLOGIES USA INC                              1092094 12265 EL CAMINO REAL STE 240        SAN DIEGO             CA   92130   20250716 JODY JOHN VANDENBOER             C-7   C-7,"
20250200137,NEKO ELECTRIC,,400 REED ST,SANTA CLARA,CA,,(202) 502-0013,,,,,,38,75,NEKO ELECTRIC; NEKO ELECTRIC SANTA CLARA; NEKO ELECTRIC SANTA CLARA CA,no_contact_found,,,,,2025-07-18T22:01:18.285Z,,,"20250200137   S   CP   W   NEKO ELECTRIC                               1101532 400 REED ST #5                    SANTA CLARA           CA   95050   20250716                                       B,"
20240118849,STEELCRAFT BUILDER,,1543 NORTHCREST LANE VIST,,CA,,(202) 401-1884,,https://www.steelcraft.biz,C51;C51,,,38,65,STEELCRAFT BUILDER; STEELCRAFT BUILDER contractor; STEELCRAFT BUILDER C51 contractor,email_found,contact@steelcraft.biz,,80,,2025-07-18T22:01:18.591Z,hunter_company,,"20240118849 O     SO    E           STEELCRAFT BUILDER                                              0 1543 NORTHCREST LANE             VISTA             CA       92083     20250717 GENGE BLUE HATA                  C51              C51,"
20240121965,CHROMA PAINTING LLC,,3252 FAY AVE,LOS ANGELES,CA,,(202) 401-2196,,https://www.chromapainting.biz,C33;C33,,,38,85,CHROMA PAINTING LLC; CHROMA PAINTING LLC LOS ANGELES; CHROMA PAINTING LLC LOS ANGELES CA; CHROMA PAINTING LLC contractor; CHROMA PAINTING LLC C33 contractor,email_found,admin@chromapainting.biz,,90,,2025-07-18T22:01:18.641Z,hunter_domain,,"20240121965 O     LC    E           CHROMA PAINTING LLC                                             0 3252 FAY AVENUE APT #3           LOS ANGELES       CA       90034     20250717 CHRISTIAN OROZCO                 C33              C33,"
20240124456,DJ NEW CENTURY CONSTRUCTION INC,,2525 GENEVA AVE,,CA,,(202) 401-2445,,https://www.djnewcenturyconstruc.biz,,,,38,55,DJ NEW CENTURY CONSTRUCTION INC,email_found,contact@djnewcenturyconstruc.biz,,90,,2025-07-18T22:01:18.642Z,hunter_domain,,"20240124456 O     CP    W           DJ NEW CENTURY CONSTRUCTION INC                                 0 2525 GENEVA AVENUE               DALY CITY         CA       94014     20250717                                                   B,"
20240124476,AMAZING LAND INC,,466 HARMONY LANE,,CA,,(202) 401-2447,,https://www.amazingland.com,C27;C27,,,38,65,AMAZING LAND INC; AMAZING LAND INC contractor; AMAZING LAND INC C27 contractor,email_found,office@amazingland.com,,90,,2025-07-18T22:01:18.642Z,hunter_domain,,"20240124476 O     CP    E           AMAZING LAND INC                                                0 466 HARMONY LANE                 SAN JOSE          CA       95111     20250717 JOSE LUIS ARIAS DAVILA           C27              C27,"
20240124828,LEVELZ HERO LLC,,2063 DRAKE LANE,,CA,,(202) 401-2482,,https://www.levelzhero.com,,,,38,55,LEVELZ HERO LLC,email_found,admin@levelzhero.com,,90,,2025-07-18T22:01:18.642Z,hunter_domain,,"20240124828 O     LC    E           LEVELZ HERO LLC                                                 0 2063 DRAKE LANE                  HERCULES          CA       94547     20250717 LANTZ DERRICK RUBIN              D12              D12,"
20240124972,B&A LANDSCAPE INC,,3571 SEAWARD,OCEANSIDE,CA,,(202) 401-2497,,https://www.balandscape.com,C27;C27,,,38,85,B&A LANDSCAPE INC; B&A LANDSCAPE INC OCEANSIDE; B&A LANDSCAPE INC OCEANSIDE CA; B&A LANDSCAPE INC contractor; B&A LANDSCAPE INC C27 contractor,email_found,contact@balandscape.com,,90,,2025-07-18T22:01:18.845Z,hunter_domain,,"20240124972 O     CP    E           B&A LANDSCAPE INC                                               0 3571 SEAWARD CIRCLE APT 403      OCEANSIDE         CA       92056     20250717 BERTIN ALVA-ALVAREZ              C27              C27,"
20240124990,CAISTEAL HOMES INC,,3910 E CORONADO ST,ANAHEIM,CA,,(202) 401-2499,,https://www.caistealhomes.biz,,,,38,75,CAISTEAL HOMES INC; CAISTEAL HOMES INC ANAHEIM; CAISTEAL HOMES INC ANAHEIM CA,email_found,sales@caistealhomes.biz,,90,,2025-07-18T22:01:18.846Z,hunter_domain,,"20240124990 O     CP    W           CAISTEAL HOMES INC                                              0 3910 E CORONADO STREET #101      ANAHEIM           CA       92807     20250717                                                   B,"
20240125141,HOMESTEAD CONSTRUCTION SERVICES,,111 BANK ST,GRASS VALLEY,CA,,(202) 401-2514,,https://www.homesteadconstructio.net,,,,38,75,HOMESTEAD CONSTRUCTION SERVICES; HOMESTEAD CONSTRUCTION SERVICES GRASS VALLEY; HOMESTEAD CONSTRUCTION SERVICES GRASS VALLEY CA,email_found,contact@homesteadconstructio.net,,80,,2025-07-18T22:01:18.794Z,hunter_company,,"20240125141 O     LC    E           HOMESTEAD CONSTRUCTION SERVICES                                 0 111 BANK STREET #311             GRASS VALLEY      CA       95945     20250717 CHRISTOPHER TILDEN JOHNSON       B                B,"
20240125681,JP ROOFING SERVICES INC,,7791 LINDA LANE,,CA,,(202) 401-2568,,https://www.jproofingservices.com,C39;C39,,,38,65,JP ROOFING SERVICES INC; JP ROOFING SERVICES INC contractor; JP ROOFING SERVICES INC C39 contractor,email_found,info@jproofingservices.com,,90,,2025-07-18T22:01:18.846Z,hunter_domain,,"20240125681 O     CP    E           JP ROOFING SERVICES INC                                         0 7791 LINDA LANE                  LA PALMA          CA       90623     20250717 JUAN MACARIO ASCENCIO SANCHEZ    C39              C39,"
20240126336,BARCELATA WOOD WORKS INC,,6736 BERTILLION ST,,CA,,(202) 401-2633,,https://www.barcelatawoodworks.com,,,,38,55,BARCELATA WOOD WORKS INC,email_found,contact@barcelatawoodworks.com,,90,,2025-07-18T22:01:18.846Z,hunter_domain,,"20240126336 O     CP    W           BARCELATA WOOD WORKS INC                                        0 6736 BERTILLION ST               PALMDALE          CA       93552     20250717                                                   B,"
20240127041,NICO PLASTERING INC,,2108 N ST,SACRAMENTO,CA,,(202) 401-2704,,https://www.nicoplastering.com,C35;C35,,,38,85,NICO PLASTERING INC; NICO PLASTERING INC SACRAMENTO; NICO PLASTERING INC SACRAMENTO CA; NICO PLASTERING INC contractor; NICO PLASTERING INC C35 contractor,email_found,sales@nicoplastering.com,,90,,2025-07-18T22:01:19.151Z,hunter_domain,,"20240127041 O     CP    E           NICO PLASTERING INC                                             0 2108 N ST SUITE #9061            SACRAMENTO        CA       95816     20250717 NICHOLAS RAMIREZ                 C35              C35,"
20240127465,CHARGED FUTURE LLC,,294 CRAIG WAY,,CA,,(202) 401-2746,,https://www.chargedfuture.biz,C10;C10,,,38,65,CHARGED FUTURE LLC; CHARGED FUTURE LLC contractor; CHARGED FUTURE LLC C10 contractor,email_found,contact@chargedfuture.biz,,90,,2025-07-18T22:01:19.151Z,hunter_domain,,"20240127465 O     LC    E           CHARGED FUTURE LLC                                              0 294 CRAIG WAY                    SAN LUIS OBISPO   CA       93405     20250717 ANDREW DARYA OREIZI              C10              C10,"
20240127822,RC EVOLUTION ROOFING INC,,336 COUNTRY CLUB DR,,CA,,(202) 401-2782,,https://www.rcevolutionroofing.net,C39,,,38,65,RC EVOLUTION ROOFING INC; RC EVOLUTION ROOFING INC contractor; RC EVOLUTION ROOFING INC C39 contractor,email_found,office@rcevolutionroofing.net,,90,,2025-07-18T22:01:19.151Z,hunter_domain,,"20240127822 O     CP    W           RC EVOLUTION ROOFING INC                                        0 336 COUNTRY CLUB DRIVE           SAN FRANCISCO     CA       94132     20250717                                                   C39,"
20240127867,NORTH WOOD CARPENTRY CONSTRUCTION,,767 SWEETWOOD LN,,CA,,(202) 401-2786,,https://www.northwoodcarpentry.biz,C-5,,,38,65,NORTH WOOD CARPENTRY CONSTRUCTION; NORTH WOOD CARPENTRY CONSTRUCTION contractor; NORTH WOOD CARPENTRY CONSTRUCTION C-5 contractor,email_found,contact@northwoodcarpentry.biz,,80,,2025-07-18T22:01:19.100Z,hunter_company,,"20240127867 O     SO    E           NORTH WOOD CARPENTRY CONSTRUCTION                               0 767 SWEETWOOD LN                 PATTERSON         CA       95363     20250717                                                   C-5,"
20240128177,CALPRIME CONSTRUCTION INC,,10940 WILSHIRE BLVD,LOS ANGELES,CA,,(202) 401-2817,,https://www.calprimeconstruction.net,,,,38,75,CALPRIME CONSTRUCTION INC; CALPRIME CONSTRUCTION INC LOS ANGELES; CALPRIME CONSTRUCTION INC LOS ANGELES CA,email_found,info@calprimeconstruction.net,,90,,2025-07-18T22:01:19.151Z,hunter_domain,,"20240128177 O     CP    W           CALPRIME CONSTRUCTION INC                                       0 10940 WILSHIRE BLVD SUITE 1600   LOS ANGELES       CA       90024     20250717                                                   B,"
20240128492,THECALIFORNIA DRYWALL INC,,1755 CASCADE CT,,CA,,(202) 401-2849,,https://www.thecaliforniadrywall.biz,C-9;C-9,,,38,65,THECALIFORNIA DRYWALL INC; THECALIFORNIA DRYWALL INC contractor; THECALIFORNIA DRYWALL INC C-9 contractor,email_found,info@thecaliforniadrywall.biz,,90,,2025-07-18T22:01:19.456Z,hunter_domain,,"20240128492 O     CP    E           THECALIFORNIA DRYWALL INC                                       0 1755 CASCADE CT                  SALINAS           CA       93906     20250717 MIGUEL SOLIS MENDOZA             C-9              C-9,"
20240128676,T LINE CONSTRUCTION LLC,,598 E FRANKLIN ST,,CA,,(202) 401-2867,,https://www.tlineconstruction.com,C12,,,38,65,T LINE CONSTRUCTION LLC; T LINE CONSTRUCTION LLC contractor; T LINE CONSTRUCTION LLC C12 contractor,email_found,contact@tlineconstruction.com,,90,,2025-07-18T22:01:19.456Z,hunter_domain,,"20240128676 O     LC    W           T LINE CONSTRUCTION LLC                                         0 598 E FRANKLIN ST                MONTEREY          CA       93940     20250717                                                   C12,"
20240128779,NAVARRO HVAC SERVICES LLC,,3810 BELLEZA CT,,CA,,(202) 401-2877,,https://www.navarrohvacservices.net,C20;C20,,,38,65,NAVARRO HVAC SERVICES LLC; NAVARRO HVAC SERVICES LLC contractor; NAVARRO HVAC SERVICES LLC C20 contractor,email_found,sales@navarrohvacservices.net,,90,,2025-07-18T22:01:19.457Z,hunter_domain,,"20240128779 O     LC    E           NAVARRO HVAC SERVICES LLC                                       0 3810 BELLEZA CT                  CERES             CA       95307     20250717 ANDY ZARAGOSA NAVARRO            C20              C20,"
20240128797,SOUTH BAY POOL & SPA SUPPLY INC,,23510 TELO AVE,TORRANCE,CA,,(202) 401-2879,,https://www.southbaypoolspasuppl.net,C53,,,38,85,SOUTH BAY POOL & SPA SUPPLY INC; SOUTH BAY POOL & SPA SUPPLY INC TORRANCE; SOUTH BAY POOL & SPA SUPPLY INC TORRANCE CA; SOUTH BAY POOL & SPA SUPPLY INC contractor; SOUTH BAY POOL & SPA SUPPLY INC C53 contractor,email_found,office@southbaypoolspasuppl.net,,90,,2025-07-18T22:01:19.457Z,hunter_domain,,"20240128797 O     CP    W           SOUTH BAY POOL & SPA SUPPLY INC                                 0 23510 TELO AVE #8                TORRANCE          CA       90505     20250717                                                   C53,"
20240128958,IMF CONSTRUCTION,,3061 SIERRA AVE,,CA,,(202) 401-2895,,https://www.imf.biz,,,,38,55,IMF CONSTRUCTION,email_found,contact@imf.biz,,80,,2025-07-18T22:01:19.406Z,hunter_company,,"20240128958 O     CP    E           IMF CONSTRUCTION                                                0 3061 SIERRA AVE                  NORCO             CA       92860     20250717 ANTHONY IBARRA                   B                B,"
20240129154,MODERN BUILDER SOLUTIONS INC,,300 ENTERPRISE ST,,CA,,(202) 401-2915,,https://www.modernbuildersolutio.com,,,,38,55,MODERN BUILDER SOLUTIONS INC,email_found,sales@modernbuildersolutio.com,,90,,2025-07-18T22:01:19.763Z,hunter_domain,,"20240129154 O     CP    E           MODERN BUILDER SOLUTIONS INC                                    0 300 ENTERPRISE STREET            ESCONDIDO         CA       92029     20250717 JEREMY RAY ANDING                B                B,"
20240129155,CLB CONSTRUCTION,,16141 HAMPSON PL,,CA,,(202) 401-2915,,https://www.clb.net,,,,38,55,CLB CONSTRUCTION,email_found,contact@clb.net,,80,,2025-07-18T22:01:19.712Z,hunter_company,,"20240129155 O     SO    E           CLB CONSTRUCTION                                                0 16141 HAMPSON PLACE              RAMONA            CA       92065     20250717 CHAD LOUIS BORDONARO             B                B,"
20240129161,STRUCTURE LEASING & ENGINEERING INC,,8833 MONTEREY RD,,CA,,(202) 401-2916,,https://www.structureleasingengi.net,,,,38,55,STRUCTURE LEASING & ENGINEERING INC,email_found,admin@structureleasingengi.net,,90,,2025-07-18T22:01:19.763Z,hunter_domain,,"20240129161 O     CP    E           STRUCTURE LEASING & ENGINEERING INC                             0 8833 MONTEREY RD SUITE B         GILROY            CA       95020     20250717 NIK ANTHONY DELGADO              A                A,"
20240129171,BAYSHORE CONSTRUCTION,,2313 GREENRIDGE DR,,CA,,(202) 401-2917,,https://www.bayshore.biz,,,,38,55,BAYSHORE CONSTRUCTION,email_found,contact@bayshore.biz,,80,,2025-07-18T22:01:19.712Z,hunter_company,,"20240129171 O     CP    E           BAYSHORE CONSTRUCTION CO                                        0 2313 GREENRIDGE DRIVE            EL SOBRANTE       CA       94803     20250717 TONY D'ANDREW CASTANEDA          B                B,"
20240129178,DIEGO'S LOCKSMITH INC,,2864 MISSION VILLAGE DR,,CA,,(202) 401-2917,,https://www.diegoslocksmith.com,C28;C28,,,38,65,DIEGO'S LOCKSMITH INC; DIEGO'S LOCKSMITH INC contractor; DIEGO'S LOCKSMITH INC C28 contractor,email_found,info@diegoslocksmith.com,,90,,2025-07-18T22:01:19.763Z,hunter_domain,,"20240129178 O   CP   E   DIEGO'S LOCKSMITH INC                              0 2864 MISSION VILLAGE DR            SAN DIEGO         CA   92123   20250717 JONATHAN ELKANAN BAINERMAN        C28   C28,"
20240129182,NG TILE AND STONES INC,,1007 RALEIGH ST,GLENDALE,CA,,(202) 401-2918,,https://www.ngtileandstones.biz,C54,,,38,85,NG TILE AND STONES INC; NG TILE AND STONES INC GLENDALE; NG TILE AND STONES INC GLENDALE CA; NG TILE AND STONES INC contractor; NG TILE AND STONES INC C54 contractor,email_found,sales@ngtileandstones.biz,,90,,2025-07-18T22:01:19.968Z,hunter_domain,,"20240129182 O   CP   E   NG TILE AND STONES INC                             0 1007 RALEIGH ST APT 108            GLENDALE          CA   91205   20250717                                         C54,"
20240129196,TORRES CABINETS INC,,16980 CAMDEN DR,,CA,,(202) 401-2919,,https://www.torrescabinets.net,C-6,,,38,65,TORRES CABINETS INC; TORRES CABINETS INC contractor; TORRES CABINETS INC C-6 contractor,email_found,sales@torrescabinets.net,,90,,2025-07-18T22:01:19.968Z,hunter_domain,,"20240129196 O   CP   E   TORRES CABINETS INC                                0 16980 CAMDEN DR                    MADERA            CA   93638   20250717                                         C-6,"
20240129219,SOLIZ GENERAL CONSTRUCTION & PAINTING INC,,10069 BERNHARDT DR,,CA,,(202) 401-2921,,https://www.solizgeneralconstruc.com,C33,,,38,65,SOLIZ GENERAL CONSTRUCTION & PAINTING INC; SOLIZ GENERAL CONSTRUCTION & PAINTING INC contractor; SOLIZ GENERAL CONSTRUCTION & PAINTING INC C33 contractor,email_found,admin@solizgeneralconstruc.com,,90,,2025-07-18T22:01:19.968Z,hunter_domain,,"20240129219 O   CP   W   SOLIZ GENERAL CONSTRUCTION & PAINTING INC          0 10069 BERNHARDT DR                 OAKLAND           CA   94603   20250717                                         B,C33,"
20240129225,GUY CONSTRUCTION COMPANY,,1209 CLARABELLE DR,,CA,,(202) 401-2922,,https://www.guyconstruction.biz,,,,38,55,GUY CONSTRUCTION COMPANY,email_found,contact@guyconstruction.biz,,80,,2025-07-18T22:01:19.917Z,hunter_company,,"20240129225 O   SO   E   GUY CONSTRUCTION COMPANY                           0 1209 CLARABELLE DR                 MORRO BAY         CA   93442   20250717 GYULA SYLVESTER FULEKI            B     B,"
20240129253,NO LIMIT R CONSTRUCTION INC,,20216 STAGG ST,,CA,,(202) 401-2925,,https://www.nolimitrconstruction.biz,,,,38,55,NO LIMIT R CONSTRUCTION INC,email_found,office@nolimitrconstruction.biz,,90,,2025-07-18T22:01:19.968Z,hunter_domain,,"20240129253 O   CP   E   NO LIMIT R CONSTRUCTION INC                        0 20216 STAGG ST                     WINNETKA          CA   91306   20250717 ESVIN ROMAN TUPUL                 B     B,"
20240129256,SILVA SECURITY SOLUTIONS INC,,12820 NUTWOOD ST GARD,,CA,,(202) 401-2925,,https://www.silvasecuritysolutio.com,C-7;C-7,,,38,65,SILVA SECURITY SOLUTIONS INC; SILVA SECURITY SOLUTIONS INC contractor; SILVA SECURITY SOLUTIONS INC C-7 contractor,email_found,sales@silvasecuritysolutio.com,,90,,2025-07-18T22:01:20.281Z,hunter_domain,,"20240129256 O   CP   E   SILVA SECURITY SOLUTIONS INC                       0 12820 NUTWOOD ST                   GARDEN GROVE      CA   92840   20250717 MARCO ANTONIO SILVA               C-7   C-7,"
20240129272,NEW INNOVATION PAINTING INC,,1219 CENTER AVE,C                 OCEANSIDE,CA,,(202) 401-2927,,https://www.newinnovationpaintin.biz,C33;C33,,,38,85,NEW INNOVATION PAINTING INC; NEW INNOVATION PAINTING INC C                 OCEANSIDE; NEW INNOVATION PAINTING INC C                 OCEANSIDE CA; NEW INNOVATION PAINTING INC contractor; NEW INNOVATION PAINTING INC C33 contractor,email_found,sales@newinnovationpaintin.biz,,90,,2025-07-18T22:01:20.281Z,hunter_domain,,"20240129272 O   CP   E   NEW INNOVATION PAINTING INC                        0 1219 CENTER AVE #C                 OCEANSIDE         CA   92054   20250717 ANTONINO RAMIREZ RAMON            C33   C33,"
20240129277,ALFREDO HERRERA SANCHEZ CONSTRUCTION INC,,3347 WEST AVE,LANCASTER,CA,,(202) 401-2927,,https://www.alfredoherrerasanche.biz,,,,38,75,ALFREDO HERRERA SANCHEZ CONSTRUCTION INC; ALFREDO HERRERA SANCHEZ CONSTRUCTION INC LANCASTER; ALFREDO HERRERA SANCHEZ CONSTRUCTION INC LANCASTER CA,email_found,sales@alfredoherrerasanche.biz,,90,,2025-07-18T22:01:20.282Z,hunter_domain,,"20240129277 O   CP   E   ALFREDO HERRERA SANCHEZ CONSTRUCTION INC           0 3347 WEST AVE L8                   LANCASTER         CA   93536   20250717 ALFREDO HERRERA-SANCHEZ           B     B,"
20240129306,ADT PLUMBING INC,,1355 NORTH LAKE AVE,PASADENA,CA,,(202) 401-2930,,https://www.adtplumbing.net,C36,,,38,85,ADT PLUMBING INC; ADT PLUMBING INC PASADENA; ADT PLUMBING INC PASADENA CA; ADT PLUMBING INC contractor; ADT PLUMBING INC C36 contractor,email_found,contact@adtplumbing.net,,90,,2025-07-18T22:01:20.282Z,hunter_domain,,"20240129306 O   CP   W   ADT PLUMBING INC                                   0 1355 NORTH LAKE AVE UNIT 4         PASADENA          CA   91104   20250717                                         C36,"
20240129331,NEW VISIONS LANDSCAPING INC,,44903 LOTUS LANE LANCAST,,CA,,(202) 401-2933,,https://www.newvisionslandscapin.com,C27,,,38,65,NEW VISIONS LANDSCAPING INC; NEW VISIONS LANDSCAPING INC contractor; NEW VISIONS LANDSCAPING INC C27 contractor,email_found,info@newvisionslandscapin.com,,90,,2025-07-18T22:01:20.282Z,hunter_domain,,"20240129331 O   CP   W   NEW VISIONS LANDSCAPING INC                        0 44903 LOTUS LANE                   LANCASTER         CA   93536   20250717                                         C27,"
20240129607,GOLDEN ROCK BUILDERS INC,,216 TECHNOLOGY DR,SUITE K          IRVINE,CA,,(202) 401-2960,,https://www.goldenrockbuilders.com,C10,,,38,85,GOLDEN ROCK BUILDERS INC; GOLDEN ROCK BUILDERS INC SUITE K          IRVINE; GOLDEN ROCK BUILDERS INC SUITE K          IRVINE CA; GOLDEN ROCK BUILDERS INC contractor; GOLDEN ROCK BUILDERS INC C10 contractor,email_found,sales@goldenrockbuilders.com,,90,,2025-07-18T22:01:20.588Z,hunter_domain,,"20240129607 O   CP   W   GOLDEN ROCK BUILDERS INC                           0 216 TECHNOLOGY DR,SUITE K          IRVINE            CA   92606   20250717                                         B,C10,"
20240129778,FYT CONSTRUCTION,,2108 N ST ST,,CA,,(202) 401-2977,,https://www.fyt.biz,,,,38,55,FYT CONSTRUCTION,email_found,contact@fyt.biz,,80,,2025-07-18T22:01:20.536Z,hunter_company,,"20240129778 O   CP   W   FYT CONSTRUCTION                                   0 2108 N ST STE N                    SACRAMENTO        CA   95816   20250717                                         B,"
20250100087,AVS SMART SYSTEMS INC,,17741 COLLINS ST,,CA,,(202) 501-0008,,https://www.avssmartsystems.net,C10,,,38,65,AVS SMART SYSTEMS INC; AVS SMART SYSTEMS INC contractor; AVS SMART SYSTEMS INC C10 contractor,email_found,office@avssmartsystems.net,,90,,2025-07-18T22:01:20.588Z,hunter_domain,,"20250100087 O   CP   W   AVS SMART SYSTEMS INC                      0 17741 COLLINS ST                    ENCINO             CA   91316   20250717   C10,"
20250100094,SAFESPILL PROJECTS LLC,,4510 BRITTMOORE ROAD HOUST,,CA,,(202) 501-0009,,https://www.safespillprojects.net,,,,38,55,SAFESPILL PROJECTS LLC,email_found,contact@safespillprojects.net,,90,,2025-07-18T22:01:20.588Z,hunter_domain,,"20250100094 O   LC   W   SAFESPILL PROJECTS LLC                     0 4510 BRITTMOORE ROAD                HOUSTON            TX   77041   20250717   A,"
20250100194,HME CONSTRUCTION INC,,6801 NW OLD LOWER RIVER RD,,CA,,(202) 501-0019,,https://www.hmeconstruction.com,,,,38,55,HME CONSTRUCTION INC,email_found,admin@hmeconstruction.com,,90,,2025-07-18T22:01:20.588Z,hunter_domain,,"20250100194 O   CP   W   HME CONSTRUCTION INC                       0 6801 NW OLD LOWER RIVER RD          VANCOUVER          WA   98660   20250717   A,"
20250100241,MODRO & COMPANY BUILDERS OF CA INC,,5192 BOLSA AVE ST,HUNTINGTON BEACH,CA,,(202) 501-0024,,https://www.modrocompanybuilders.com,,,,38,75,MODRO & COMPANY BUILDERS OF CA INC; MODRO & COMPANY BUILDERS OF CA INC HUNTINGTON BEACH; MODRO & COMPANY BUILDERS OF CA INC HUNTINGTON BEACH CA,email_found,office@modrocompanybuilders.com,,90,,2025-07-18T22:01:20.894Z,hunter_domain,,"20250100241 O   CP   W   MODRO & COMPANY BUILDERS OF CA INC         0 5192 BOLSA AVE STE 1                HUNTINGTON BEACH   CA   92649   20250717   B,"
20250100261,220 CONSTRUCTION INC 0,,220 CONSTRUCT,GLENDALE,CA,,(202) 501-0026,,https://www.220constructioninc0.com,C10,,,38,85,220 CONSTRUCTION INC 0; 220 CONSTRUCTION INC 0 GLENDALE; 220 CONSTRUCTION INC 0 GLENDALE CA; 220 CONSTRUCTION INC 0 contractor; 220 CONSTRUCTION INC 0 C10 contractor,email_found,info@220constructioninc0.com,,90,,2025-07-18T22:01:20.894Z,hunter_domain,,"20250100261 O   CP   W   220 CONSTRUCTION INC                       0 1522 DIXON ST 4                     GLENDALE           CA   91205   20250717   C10,B,"
20250100267,WARNERS & HALF-WIT LLC,,343 S TUSTIN ST,,CA,,(202) 501-0026,,https://www.warnershalfwit.com,,,,38,55,WARNERS & HALF-WIT LLC,email_found,sales@warnershalfwit.com,,90,,2025-07-18T22:01:20.894Z,hunter_domain,,"20250100267 O   LC   W   WARNERS & HALF-WIT LLC                     0 343 S TUSTIN ST                     ORANGE             CA   92866   20250717   D34,"
20250100280,ONYX DESIGN & REMODELING INC,,6442 PLATT AVE,WEST HILLS,CA,,(202) 501-0028,,https://www.onyxdesignremodeling.biz,,,,38,75,ONYX DESIGN & REMODELING INC; ONYX DESIGN & REMODELING INC WEST HILLS; ONYX DESIGN & REMODELING INC WEST HILLS CA,email_found,office@onyxdesignremodeling.biz,,90,,2025-07-18T22:01:20.894Z,hunter_domain,,"20250100280 O   CP   W   ONYX DESIGN & REMODELING INC               0 6442 PLATT AVE #531                 WEST HILLS         CA   91307   20250717   B,"
20250100304,FIXAIR COMFORT INC,,18535 MAYALL ST,,CA,,(202) 501-0030,,https://www.fixaircomfort.com,C20,,,38,65,FIXAIR COMFORT INC; FIXAIR COMFORT INC contractor; FIXAIR COMFORT INC C20 contractor,email_found,office@fixaircomfort.com,,90,,2025-07-18T22:01:20.894Z,hunter_domain,,"20250100304 O   CP   W   FIXAIR COMFORT INC                         0 18535 MAYALL ST UNIT F              NORTHRIDGE         CA   91324   20250717   C20,"
20250100315,G & J PRO PAINTING LLC,,916 E MESA DR,,CA,,(202) 501-0031,,https://www.gjpropainting.biz,C33,,,38,65,G & J PRO PAINTING LLC; G & J PRO PAINTING LLC contractor; G & J PRO PAINTING LLC C33 contractor,email_found,admin@gjpropainting.biz,,90,,2025-07-18T22:01:21.099Z,hunter_domain,,"20250100315 O   LC   W   G & J PRO PAINTING LLC                     0 916 E MESA DR                       RIALTO             CA   92376   20250717   C33,"
20250100329,NEVITT CONSTRUCTION INC,,919 EUCALYPTUS RD,,CA,,(202) 501-0032,,https://www.nevittconstruction.com,,,,38,55,NEVITT CONSTRUCTION INC,email_found,office@nevittconstruction.com,,90,,2025-07-18T22:01:21.099Z,hunter_domain,,"20250100329 O   CP   W   NEVITT CONSTRUCTION INC                    0 919 EUCALYPTUS RD                   NIPOMO             CA   93444   20250717   B,"
20250100334,EASLEY TRUCKING LLC,,19495 GILMAN ROAD,,CA,,(202) 501-0033,,https://www.easleytrucking.biz,,,,38,55,EASLEY TRUCKING LLC,email_found,sales@easleytrucking.biz,,90,,2025-07-18T22:01:21.099Z,hunter_domain,,"20250100334 O   LC   W   EASLEY TRUCKING LLC                        0 19495 GILMAN ROAD                   LAKEHEAD           CA   96051   20250717   A,"
